Entidad,Fecha,Confirmados
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-12,267
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-13,241
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-14,212
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-15,333
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-16,245
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-17,222
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-18,260
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-19,291
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-20,381
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-21,223
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-22,316
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-23,225
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-24,282
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-25,282
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-26,339
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-27,295
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-28,354
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-29,326
VERACRUZ DE IGNACIO DE LA LLAVE,2020-06-30,359
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-01,409
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-02,329
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-03,373
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-04,350
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-05,379
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-06,402
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-07,351
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-08,314
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-09,385
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-10,488
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-11,332
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-12,358
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-13,372
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-14,353
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-15,366
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-16,329
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-17,402
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-18,441
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-19,320
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-20,445
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-21,301
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-22,292
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-23,284
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-24,319
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-25,337
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-26,251
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-27,315
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-28,325
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-29,239
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-30,239
VERACRUZ DE IGNACIO DE LA LLAVE,2020-07-31,246
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-01,285
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-02,194
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-03,228
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-04,204
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-05,200
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-06,180
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-07,169
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-08,187
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-09,159
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-10,253
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-11,161
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-12,119
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-13,123
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-14,134
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-15,109
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-16,56
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-17,45
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-18,38
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-19,1
VERACRUZ DE IGNACIO DE LA LLAVE,2020-08-20,4
YUCATAN,2020-03-07,1
YUCATAN,2020-03-08,3
YUCATAN,2020-03-09,1
YUCATAN,2020-03-10,3
YUCATAN,2020-03-11,3
YUCATAN,2020-03-12,1
YUCATAN,2020-03-13,5
YUCATAN,2020-03-14,3
YUCATAN,2020-03-15,1
YUCATAN,2020-03-16,2
YUCATAN,2020-03-17,7
YUCATAN,2020-03-18,5
YUCATAN,2020-03-19,9
YUCATAN,2020-03-20,3
YUCATAN,2020-03-21,5
YUCATAN,2020-03-22,5
YUCATAN,2020-03-23,3
YUCATAN,2020-03-24,3
YUCATAN,2020-03-25,1
YUCATAN,2020-03-26,3
YUCATAN,2020-03-27,4
YUCATAN,2020-03-28,6
YUCATAN,2020-03-29,8
YUCATAN,2020-03-30,6
YUCATAN,2020-03-31,5
YUCATAN,2020-04-01,9
YUCATAN,2020-04-02,8
YUCATAN,2020-04-03,11
YUCATAN,2020-04-04,7
YUCATAN,2020-04-05,5
YUCATAN,2020-04-06,11
YUCATAN,2020-04-07,12
YUCATAN,2020-04-08,12
YUCATAN,2020-04-09,3
YUCATAN,2020-04-10,9
YUCATAN,2020-04-11,18
YUCATAN,2020-04-12,20
YUCATAN,2020-04-13,16
YUCATAN,2020-04-14,9
YUCATAN,2020-04-15,14
YUCATAN,2020-04-16,17
YUCATAN,2020-04-17,19
YUCATAN,2020-04-18,22
YUCATAN,2020-04-19,28
YUCATAN,2020-04-20,29
YUCATAN,2020-04-21,32
YUCATAN,2020-04-22,15
YUCATAN,2020-04-23,31
YUCATAN,2020-04-24,38
YUCATAN,2020-04-25,35
YUCATAN,2020-04-26,39
YUCATAN,2020-04-27,52
YUCATAN,2020-04-28,32
YUCATAN,2020-04-29,20
YUCATAN,2020-04-30,44
YUCATAN,2020-05-01,40
YUCATAN,2020-05-02,38
YUCATAN,2020-05-03,23
YUCATAN,2020-05-04,41
YUCATAN,2020-05-05,34
YUCATAN,2020-05-06,35
YUCATAN,2020-05-07,41
YUCATAN,2020-05-08,48
YUCATAN,2020-05-09,40
YUCATAN,2020-05-10,57
YUCATAN,2020-05-11,52
YUCATAN,2020-05-12,42
YUCATAN,2020-05-13,44
YUCATAN,2020-05-14,40
YUCATAN,2020-05-15,62
YUCATAN,2020-05-16,55
YUCATAN,2020-05-17,47
YUCATAN,2020-05-18,60
YUCATAN,2020-05-19,32
YUCATAN,2020-05-20,62
YUCATAN,2020-05-21,53
YUCATAN,2020-05-22,57
YUCATAN,2020-05-23,48
YUCATAN,2020-05-24,67
YUCATAN,2020-05-25,54
YUCATAN,2020-05-26,45
YUCATAN,2020-05-27,33
YUCATAN,2020-05-28,41
YUCATAN,2020-05-29,51
YUCATAN,2020-05-30,40
YUCATAN,2020-05-31,33
YUCATAN,2020-06-01,65
YUCATAN,2020-06-02,45
YUCATAN,2020-06-03,43
YUCATAN,2020-06-04,55
YUCATAN,2020-06-05,47
YUCATAN,2020-06-06,65
YUCATAN,2020-06-07,57
YUCATAN,2020-06-08,81
YUCATAN,2020-06-09,81
YUCATAN,2020-06-10,95
YUCATAN,2020-06-11,69
YUCATAN,2020-06-12,77
YUCATAN,2020-06-13,79
YUCATAN,2020-06-14,82
YUCATAN,2020-06-15,117
YUCATAN,2020-06-16,125
YUCATAN,2020-06-17,85
YUCATAN,2020-06-18,156
YUCATAN,2020-06-19,127
YUCATAN,2020-06-20,177
YUCATAN,2020-06-21,127
YUCATAN,2020-06-22,156
YUCATAN,2020-06-23,119
YUCATAN,2020-06-24,135
YUCATAN,2020-06-25,149
YUCATAN,2020-06-26,164
YUCATAN,2020-06-27,146
YUCATAN,2020-06-28,141
YUCATAN,2020-06-29,141
YUCATAN,2020-06-30,129
YUCATAN,2020-07-01,184
YUCATAN,2020-07-02,156
YUCATAN,2020-07-03,160
YUCATAN,2020-07-04,150
YUCATAN,2020-07-05,173
YUCATAN,2020-07-06,176
YUCATAN,2020-07-07,208
YUCATAN,2020-07-08,145
YUCATAN,2020-07-09,122
YUCATAN,2020-07-10,225
YUCATAN,2020-07-11,142
YUCATAN,2020-07-12,173
YUCATAN,2020-07-13,170
YUCATAN,2020-07-14,154
YUCATAN,2020-07-15,187
YUCATAN,2020-07-16,183
YUCATAN,2020-07-17,222
YUCATAN,2020-07-18,188
YUCATAN,2020-07-19,191
YUCATAN,2020-07-20,236
YUCATAN,2020-07-21,170
YUCATAN,2020-07-22,199
YUCATAN,2020-07-23,243
YUCATAN,2020-07-24,236
YUCATAN,2020-07-25,307
YUCATAN,2020-07-26,231
YUCATAN,2020-07-27,281
YUCATAN,2020-07-28,199
YUCATAN,2020-07-29,152
YUCATAN,2020-07-30,164
YUCATAN,2020-07-31,179
YUCATAN,2020-08-01,224
YUCATAN,2020-08-02,145
YUCATAN,2020-08-03,159
YUCATAN,2020-08-04,115
YUCATAN,2020-08-05,150
YUCATAN,2020-08-06,137
YUCATAN,2020-08-07,129
YUCATAN,2020-08-08,149
YUCATAN,2020-08-09,104
YUCATAN,2020-08-10,149
YUCATAN,2020-08-11,122
YUCATAN,2020-08-12,111
YUCATAN,2020-08-13,132
YUCATAN,2020-08-14,158
YUCATAN,2020-08-15,107
YUCATAN,2020-08-16,112
YUCATAN,2020-08-17,115
YUCATAN,2020-08-18,70
YUCATAN,2020-08-19,27
YUCATAN,2020-08-20,10
YUCATAN,2020-08-21,2
ZACATECAS,2020-03-09,1
ZACATECAS,2020-03-12,1
ZACATECAS,2020-03-16,1
ZACATECAS,2020-03-17,1
ZACATECAS,2020-03-18,1
ZACATECAS,2020-03-19,3
ZACATECAS,2020-03-21,2
ZACATECAS,2020-03-22,1
ZACATECAS,2020-03-31,2
ZACATECAS,2020-04-02,2
ZACATECAS,2020-04-03,2
ZACATECAS,2020-04-06,1
ZACATECAS,2020-04-07,1
ZACATECAS,2020-04-08,6
ZACATECAS,2020-04-09,1
ZACATECAS,2020-04-10,5
ZACATECAS,2020-04-11,4
ZACATECAS,2020-04-12,2
ZACATECAS,2020-04-13,2
ZACATECAS,2020-04-14,3
ZACATECAS,2020-04-15,1
ZACATECAS,2020-04-16,7
ZACATECAS,2020-04-17,2
ZACATECAS,2020-04-18,5
ZACATECAS,2020-04-19,6
ZACATECAS,2020-04-20,5
ZACATECAS,2020-04-21,2
ZACATECAS,2020-04-22,4
ZACATECAS,2020-04-23,3
ZACATECAS,2020-04-24,3
ZACATECAS,2020-04-25,2
ZACATECAS,2020-04-26,5
ZACATECAS,2020-04-27,17
ZACATECAS,2020-04-28,7
ZACATECAS,2020-04-29,7
ZACATECAS,2020-04-30,4
ZACATECAS,2020-05-01,5
ZACATECAS,2020-05-02,7
ZACATECAS,2020-05-03,1
ZACATECAS,2020-05-04,8
ZACATECAS,2020-05-05,10
ZACATECAS,2020-05-06,8
ZACATECAS,2020-05-07,6
ZACATECAS,2020-05-08,6
ZACATECAS,2020-05-09,3
ZACATECAS,2020-05-10,12
ZACATECAS,2020-05-11,3
ZACATECAS,2020-05-12,10
ZACATECAS,2020-05-13,4
ZACATECAS,2020-05-14,11
ZACATECAS,2020-05-15,5
ZACATECAS,2020-05-16,3
ZACATECAS,2020-05-17,6
ZACATECAS,2020-05-18,12
ZACATECAS,2020-05-19,9
ZACATECAS,2020-05-20,9
ZACATECAS,2020-05-21,3
ZACATECAS,2020-05-22,17
ZACATECAS,2020-05-23,5
ZACATECAS,2020-05-24,5
ZACATECAS,2020-05-25,15
ZACATECAS,2020-05-26,5
ZACATECAS,2020-05-27,12
ZACATECAS,2020-05-28,8
ZACATECAS,2020-05-29,7
ZACATECAS,2020-05-30,11
ZACATECAS,2020-05-31,17
ZACATECAS,2020-06-01,22
ZACATECAS,2020-06-02,15
ZACATECAS,2020-06-03,15
ZACATECAS,2020-06-04,20
ZACATECAS,2020-06-05,17
ZACATECAS,2020-06-06,21
ZACATECAS,2020-06-07,28
ZACATECAS,2020-06-08,18
ZACATECAS,2020-06-09,27
ZACATECAS,2020-06-10,29
ZACATECAS,2020-06-11,17
ZACATECAS,2020-06-12,14
ZACATECAS,2020-06-13,25
ZACATECAS,2020-06-14,33
ZACATECAS,2020-06-15,36
ZACATECAS,2020-06-16,21
ZACATECAS,2020-06-17,9
ZACATECAS,2020-06-18,18
ZACATECAS,2020-06-19,33
ZACATECAS,2020-06-20,33
ZACATECAS,2020-06-21,26
ZACATECAS,2020-06-22,31
ZACATECAS,2020-06-23,27
ZACATECAS,2020-06-24,22
ZACATECAS,2020-06-25,30
ZACATECAS,2020-06-26,34
ZACATECAS,2020-06-27,41
ZACATECAS,2020-06-28,46
ZACATECAS,2020-06-29,39
ZACATECAS,2020-06-30,48
ZACATECAS,2020-07-01,49
ZACATECAS,2020-07-02,41
ZACATECAS,2020-07-03,43
ZACATECAS,2020-07-04,40
ZACATECAS,2020-07-05,35
ZACATECAS,2020-07-06,52
ZACATECAS,2020-07-07,54
ZACATECAS,2020-07-08,49
ZACATECAS,2020-07-09,39
ZACATECAS,2020-07-10,82
ZACATECAS,2020-07-11,53
ZACATECAS,2020-07-12,66
ZACATECAS,2020-07-13,73
ZACATECAS,2020-07-14,69
ZACATECAS,2020-07-15,81
ZACATECAS,2020-07-16,51
ZACATECAS,2020-07-17,84
ZACATECAS,2020-07-18,89
ZACATECAS,2020-07-19,67
ZACATECAS,2020-07-20,108
ZACATECAS,2020-07-21,52
ZACATECAS,2020-07-22,77
ZACATECAS,2020-07-23,46
ZACATECAS,2020-07-24,85
ZACATECAS,2020-07-25,105
ZACATECAS,2020-07-26,64
ZACATECAS,2020-07-27,110
ZACATECAS,2020-07-28,74
ZACATECAS,2020-07-29,44
ZACATECAS,2020-07-30,78
ZACATECAS,2020-07-31,86
ZACATECAS,2020-08-01,115
ZACATECAS,2020-08-02,79
ZACATECAS,2020-08-03,83
ZACATECAS,2020-08-04,77
ZACATECAS,2020-08-05,105
ZACATECAS,2020-08-06,74
ZACATECAS,2020-08-07,104
ZACATECAS,2020-08-08,137
ZACATECAS,2020-08-09,76
ZACATECAS,2020-08-10,130
ZACATECAS,2020-08-11,56
ZACATECAS,2020-08-12,66
ZACATECAS,2020-08-13,67
ZACATECAS,2020-08-14,60
ZACATECAS,2020-08-15,64
ZACATECAS,2020-08-16,49
ZACATECAS,2020-08-17,48
ZACATECAS,2020-08-18,56
ZACATECAS,2020-08-19,17
ZACATECAS,2020-08-20,11
